datetime,CFFEX.IF1903.open,CFFEX.IF1903.high,CFFEX.IF1903.low,CFFEX.IF1903.close,CFFEX.IF1903.volume,CFFEX.IF1903.open_oi,CFFEX.IF1903.close_oi
2019-03-13 10:28:00.000000000,3719.8,3721.2,3718.2,3719.2,120,42968,42957
2019-03-13 10:29:00.000000000,3719.2,3721.4,3717.0,3717.0,172,42957,42896
2019-03-13 10:30:00.000000000,3717.0,3717.0,3708.4,3712.6,656,42896,42678
2019-03-13 10:31:00.000000000,3712.6,3713.8,3707.0,3709.8,463,42678,42557
2019-03-13 10:32:00.000000000,3709.8,3713.2,3708.8,3711.8,289,42557,42481
2019-03-13 10:33:00.000000000,3711.8,3714.6,3709.8,3714.0,304,42481,42404
2019-03-13 10:34:00.000000000,3714.0,3715.0,3712.6,3712.6,316,42404,42369
2019-03-13 10:35:00.000000000,3712.6,3715.0,3711.0,3712.4,235,42369,42338
2019-03-13 10:36:00.000000000,3712.4,3712.8,3709.4,3711.8,285,42338,42253
2019-03-13 10:37:00.000000000,3711.8,3717.0,3709.2,3716.0,396,42253,42171
2019-03-13 10:38:00.000000000,3716.0,3717.8,3713.8,3716.4,294,42171,42109
2019-03-13 10:39:00.000000000,3716.4,3718.4,3716.0,3718.4,259,42109,42073
2019-03-13 10:40:00.000000000,3718.4,3722.6,3716.4,3721.4,327,42073,42014
2019-03-13 10:41:00.000000000,3721.4,3722.4,3719.8,3721.6,268,42014,41982
2019-03-13 10:42:00.000000000,3721.6,3724.2,3720.8,3723.2,301,41982,41929
2019-03-13 10:43:00.000000000,3723.2,3723.4,3720.8,3721.6,283,41929,41859
2019-03-13 10:44:00.000000000,3721.6,3722.0,3720.2,3720.2,143,41859,41809
2019-03-13 10:45:00.000000000,3720.2,3722.8,3719.4,3721.0,188,41809,41755
2019-03-13 10:46:00.000000000,3721.0,3727.4,3721.0,3727.0,342,41755,41673
2019-03-13 10:47:00.000000000,3727.0,3728.4,3725.0,3726.6,385,41673,41604
2019-03-13 10:48:00.000000000,3726.6,3727.2,3724.4,3724.4,249,41604,41554
2019-03-13 10:49:00.000000000,3724.4,3728.2,3724.4,3726.6,278,41554,41472
2019-03-13 10:50:00.000000000,3726.6,3726.8,3723.0,3723.6,313,41472,41433
2019-03-13 10:51:00.000000000,3723.6,3726.4,3723.0,3725.0,154,41433,41416
2019-03-13 10:52:00.000000000,3725.0,3725.2,3722.0,3723.2,187,41416,41376
2019-03-13 10:53:00.000000000,3723.2,3726.6,3721.8,3723.4,202,41376,41355
2019-03-13 10:54:00.000000000,3723.4,3725.0,3722.6,3724.8,152,41355,41296
2019-03-13 10:55:00.000000000,3724.8,3725.4,3720.8,3722.2,265,41296,41233
2019-03-13 10:56:00.000000000,3722.2,3724.2,3721.6,3722.8,132,41233,41223
2019-03-13 10:57:00.000000000,3722.8,3725.2,3722.0,3724.8,201,41223,41186
2019-03-13 10:58:00.000000000,3724.8,3725.0,3720.4,3721.8,212,41186,41153
2019-03-13 10:59:00.000000000,3721.8,3722.0,3716.6,3717.4,359,41153,41141
2019-03-13 11:00:00.000000000,3717.4,3719.0,3716.2,3716.8,235,41141,41115
2019-03-13 11:01:00.000000000,3716.8,3719.8,3716.6,3719.8,118,41115,41094
2019-03-13 11:02:00.000000000,3719.8,3723.4,3719.8,3721.8,158,41094,41089
2019-03-13 11:03:00.000000000,3721.8,3728.6,3721.2,3727.6,327,41089,41032
2019-03-13 11:04:00.000000000,3727.6,3732.6,3726.4,3732.6,547,41032,40934
2019-03-13 11:05:00.000000000,3732.6,3732.6,3730.4,3732.0,385,40934,40868
2019-03-13 11:06:00.000000000,3732.0,3732.0,3729.6,3730.0,212,40868,40825
2019-03-13 11:07:00.000000000,3730.0,3734.4,3729.6,3733.6,308,40825,40769
2019-03-13 11:08:00.000000000,3733.6,3733.8,3731.8,3732.6,188,40769,40758
2019-03-13 11:09:00.000000000,3732.6,3732.8,3727.6,3727.6,286,40758,40740
2019-03-13 11:10:00.000000000,3727.6,3728.4,3723.8,3725.4,283,40740,40695
2019-03-13 11:11:00.000000000,3725.4,3727.6,3725.2,3726.0,139,40695,40695
2019-03-13 11:12:00.000000000,3726.0,3728.8,3725.8,3727.8,118,40695,40660
2019-03-13 11:13:00.000000000,3727.8,3727.8,3722.0,3723.4,249,40660,40642
2019-03-13 11:14:00.000000000,3723.4,3725.4,3721.2,3725.0,250,40642,40594
2019-03-13 11:15:00.000000000,3725.0,3729.8,3725.0,3729.2,197,40594,40570
2019-03-13 11:16:00.000000000,3729.2,3732.0,3729.0,3731.0,203,40570,40562
2019-03-13 11:17:00.000000000,3731.0,3732.0,3729.4,3730.2,231,40562,40496
2019-03-13 11:18:00.000000000,3730.2,3736.6,3730.2,3735.4,464,40496,40458
2019-03-13 11:19:00.000000000,3735.4,3736.0,3733.0,3734.2,240,40458,40423
2019-03-13 11:20:00.000000000,3734.2,3739.4,3734.2,3739.2,367,40423,40384
2019-03-13 11:21:00.000000000,3739.2,3741.0,3737.6,3739.8,352,40384,40376
2019-03-13 11:22:00.000000000,3739.8,3741.4,3738.8,3740.8,240,40376,40357
2019-03-13 11:23:00.000000000,3740.8,3741.0,3733.8,3734.4,385,40357,40310
2019-03-13 11:24:00.000000000,3734.4,3737.0,3732.8,3733.0,262,40310,40313
2019-03-13 11:25:00.000000000,3733.0,3733.4,3728.8,3730.2,348,40313,40286
2019-03-13 11:26:00.000000000,3730.2,3731.4,3729.2,3729.2,239,40286,40287
2019-03-13 11:27:00.000000000,3729.2,3731.0,3728.2,3729.2,169,40287,40299
2019-03-13 11:28:00.000000000,3729.2,3729.2,3724.6,3725.8,297,40299,40276
2019-03-13 11:29:00.000000000,3725.8,3727.4,3724.2,3724.2,222,40276,40290
2019-03-13 13:00:00.000000000,3724.2,3724.2,3718.2,3721.2,470,40290,40193
2019-03-13 13:01:00.000000000,3721.2,3722.6,3717.6,3717.6,420,40193,40151
2019-03-13 13:02:00.000000000,3717.6,3720.0,3716.6,3717.0,387,40151,40084
2019-03-13 13:03:00.000000000,3717.0,3717.0,3709.2,3710.2,575,40084,39919
2019-03-13 13:04:00.000000000,3710.2,3713.2,3709.8,3711.6,299,39919,39894
2019-03-13 13:05:00.000000000,3711.6,3713.0,3705.8,3708.0,549,39894,39807
2019-03-13 13:06:00.000000000,3708.0,3711.0,3707.6,3708.8,288,39807,39784
2019-03-13 13:07:00.000000000,3708.8,3708.8,3702.8,3705.8,484,39784,39699
2019-03-13 13:08:00.000000000,3705.8,3710.4,3705.4,3710.2,238,39699,39690
2019-03-13 13:09:00.000000000,3710.2,3710.6,3708.2,3710.2,196,39690,39665
2019-03-13 13:10:00.000000000,3710.2,3710.4,3704.0,3705.0,353,39665,39609
2019-03-13 13:11:00.000000000,3705.0,3710.2,3703.8,3704.8,264,39609,39575
2019-03-13 13:12:00.000000000,3704.8,3708.8,3704.0,3706.2,231,39575,39525
2019-03-13 13:13:00.000000000,3706.2,3706.2,3698.6,3701.2,563,39525,39454
2019-03-13 13:14:00.000000000,3701.2,3703.8,3700.8,3702.4,247,39454,39462
2019-03-13 13:15:00.000000000,3702.4,3704.6,3699.2,3703.2,364,39462,39482
2019-03-13 13:16:00.000000000,3703.2,3712.6,3702.4,3712.0,599,39482,39392
2019-03-13 13:17:00.000000000,3712.0,3715.2,3710.8,3714.2,412,39392,39435
2019-03-13 13:18:00.000000000,3714.2,3715.0,3712.0,3712.4,251,39435,39436
2019-03-13 13:19:00.000000000,3712.4,3714.2,3710.4,3710.4,150,39436,39424
2019-03-13 13:20:00.000000000,3710.4,3714.0,3710.4,3713.0,176,39424,39433
2019-03-13 13:21:00.000000000,3713.0,3716.0,3710.8,3716.0,185,39433,39398
2019-03-13 13:22:00.000000000,3716.0,3719.6,3716.0,3718.8,382,39398,39383
2019-03-13 13:23:00.000000000,3718.8,3724.4,3717.4,3723.6,539,39383,39382
2019-03-13 13:24:00.000000000,3723.6,3726.4,3721.2,3724.6,407,39382,39420
2019-03-13 13:25:00.000000000,3724.6,3727.2,3723.6,3724.2,351,39420,39413
2019-03-13 13:26:00.000000000,3724.2,3724.8,3720.2,3721.8,375,39413,39436
2019-03-13 13:27:00.000000000,3721.8,3726.0,3721.8,3726.0,184,39436,39429
2019-03-13 13:28:00.000000000,3726.0,3727.0,3724.0,3725.4,148,39429,39433
2019-03-13 13:29:00.000000000,3725.4,3740.6,3725.0,3739.4,784,39433,39363
2019-03-13 13:30:00.000000000,3739.4,3743.6,3738.6,3743.6,730,39363,39306
2019-03-13 13:31:00.000000000,3743.6,3749.8,3740.0,3749.4,701,39306,39271
2019-03-13 13:32:00.000000000,3749.4,3755.6,3748.0,3753.0,889,39271,39216
2019-03-13 13:33:00.000000000,3753.0,3753.8,3747.6,3748.2,531,39216,39154
2019-03-13 13:34:00.000000000,3748.2,3748.8,3745.4,3745.4,341,39154,39136
2019-03-13 13:35:00.000000000,3745.4,3747.8,3743.0,3743.4,339,39136,39139
2019-03-13 13:36:00.000000000,3743.4,3749.2,3743.2,3748.6,316,39139,39173
2019-03-13 13:37:00.000000000,3748.6,3749.8,3743.6,3745.0,317,39173,39195
2019-03-13 13:38:00.000000000,3745.0,3746.8,3739.6,3741.0,290,39195,39246
2019-03-13 13:39:00.000000000,3741.0,3753.6,3741.0,3753.6,411,39246,39273
2019-03-13 13:40:00.000000000,3753.6,3757.0,3751.4,3756.2,571,39273,39231
2019-03-13 13:41:00.000000000,3756.2,3756.6,3750.2,3751.4,320,39231,39250
2019-03-13 13:42:00.000000000,3751.4,3755.6,3747.6,3750.0,336,39250,39259
2019-03-13 13:43:00.000000000,3750.0,3750.0,3744.4,3745.6,238,39259,39267
2019-03-13 13:44:00.000000000,3745.6,3757.8,3744.2,3751.4,458,39267,39295
2019-03-13 13:45:00.000000000,3751.4,3754.4,3748.4,3750.2,258,39295,39353
2019-03-13 13:46:00.000000000,3750.2,3758.2,3749.0,3755.6,380,39353,39426
2019-03-13 13:47:00.000000000,3755.6,3757.0,3746.0,3748.8,350,39426,39469
2019-03-13 13:48:00.000000000,3748.8,3752.0,3742.8,3748.4,313,39469,39495
2019-03-13 13:49:00.000000000,3748.4,3748.4,3743.8,3743.8,244,39495,39478
2019-03-13 13:50:00.000000000,3743.8,3746.0,3740.0,3742.6,344,39478,39544
2019-03-13 13:51:00.000000000,3742.6,3751.8,3742.2,3744.6,302,39544,39599
2019-03-13 13:52:00.000000000,3744.6,3745.6,3737.4,3738.4,460,39599,39632
2019-03-13 13:53:00.000000000,3738.4,3741.0,3737.6,3738.2,194,39632,39653
2019-03-13 13:54:00.000000000,3738.2,3746.2,3738.0,3745.0,265,39653,39672
2019-03-13 13:55:00.000000000,3745.0,3749.4,3743.8,3746.8,277,39672,39680
2019-03-13 13:56:00.000000000,3746.8,3749.2,3745.0,3748.2,149,39680,39654
2019-03-13 13:57:00.000000000,3748.2,3749.0,3742.4,3747.6,175,39654,39703
2019-03-13 13:58:00.000000000,3747.6,3748.4,3746.2,3747.0,120,39703,39703
2019-03-13 13:59:00.000000000,3747.0,3755.6,3745.2,3753.8,413,39703,39771
2019-03-13 14:00:00.000000000,3753.8,3756.2,3751.2,3754.4,264,39771,39843
2019-03-13 14:01:00.000000000,3754.4,3755.2,3748.2,3750.6,211,39843,39848
2019-03-13 14:02:00.000000000,3750.6,3755.6,3750.0,3752.2,124,39848,39853
2019-03-13 14:03:00.000000000,3752.2,3752.8,3748.0,3748.6,229,39853,39846
2019-03-13 14:04:00.000000000,3748.6,3751.4,3740.4,3741.6,272,39846,39867
2019-03-13 14:05:00.000000000,3741.6,3744.4,3736.6,3740.2,311,39867,39926
2019-03-13 14:06:00.000000000,3740.2,3743.0,3738.0,3740.0,202,39926,39985
2019-03-13 14:07:00.000000000,3740.0,3740.4,3735.0,3736.8,396,39985,40032
2019-03-13 14:08:00.000000000,3736.8,3738.8,3733.4,3735.8,325,40032,40051
2019-03-13 14:09:00.000000000,3735.8,3736.6,3733.0,3733.8,312,40051,40050
2019-03-13 14:10:00.000000000,3733.8,3733.8,3726.2,3726.2,521,40050,40121
2019-03-13 14:11:00.000000000,3726.2,3729.4,3725.0,3727.4,356,40121,40138
2019-03-13 14:12:00.000000000,3727.4,3728.2,3721.4,3722.6,420,40138,40177
2019-03-13 14:13:00.000000000,3722.6,3727.6,3722.6,3724.8,246,40177,40227
2019-03-13 14:14:00.000000000,3724.8,3731.4,3724.0,3731.4,348,40227,40301
2019-03-13 14:15:00.000000000,3731.4,3732.8,3727.8,3730.0,260,40301,40304
2019-03-13 14:16:00.000000000,3730.0,3731.8,3727.4,3730.8,161,40304,40312
2019-03-13 14:17:00.000000000,3730.8,3731.8,3727.0,3727.4,185,40312,40348
2019-03-13 14:18:00.000000000,3727.4,3731.8,3725.8,3729.0,189,40348,40366
2019-03-13 14:19:00.000000000,3729.0,3730.2,3721.6,3721.8,316,40366,40387
2019-03-13 14:20:00.000000000,3721.8,3726.6,3721.2,3722.0,237,40387,40443
2019-03-13 14:21:00.000000000,3722.0,3723.4,3719.0,3720.4,274,40443,40499
2019-03-13 14:22:00.000000000,3720.4,3721.0,3713.4,3713.4,388,40499,40569
2019-03-13 14:23:00.000000000,3713.4,3720.6,3713.2,3718.6,379,40569,40604
2019-03-13 14:24:00.000000000,3718.6,3719.2,3716.8,3717.0,207,40604,40643
2019-03-13 14:25:00.000000000,3717.0,3719.0,3713.4,3719.0,268,40643,40704
2019-03-13 14:26:00.000000000,3719.0,3727.0,3717.0,3727.0,352,40704,40778
2019-03-13 14:27:00.000000000,3727.0,3730.6,3726.0,3729.6,343,40778,40830
2019-03-13 14:28:00.000000000,3729.6,3731.0,3728.0,3730.0,206,40830,40854
2019-03-13 14:29:00.000000000,3730.0,3730.2,3723.8,3725.0,244,40854,40897
2019-03-13 14:30:00.000000000,3725.0,3727.8,3723.4,3724.4,197,40897,40893
2019-03-13 14:31:00.000000000,3724.4,3726.6,3723.2,3725.4,164,40893,40900
2019-03-13 14:32:00.000000000,3725.4,3732.6,3725.4,3731.4,274,40900,40936
2019-03-13 14:33:00.000000000,3731.4,3733.8,3727.4,3732.4,215,40936,40935
2019-03-13 14:34:00.000000000,3732.4,3733.0,3726.2,3726.8,208,40935,40944
2019-03-13 14:35:00.000000000,3726.8,3727.6,3716.8,3720.4,415,40944,41075
2019-03-13 14:36:00.000000000,3720.4,3722.6,3716.6,3717.4,282,41075,41117
2019-03-13 14:37:00.000000000,3717.4,3720.0,3716.6,3717.8,152,41117,41146
2019-03-13 14:38:00.000000000,3717.8,3719.8,3716.0,3716.8,236,41146,41175
2019-03-13 14:39:00.000000000,3716.8,3722.8,3715.8,3718.6,301,41175,41240
2019-03-13 14:40:00.000000000,3718.6,3722.8,3718.2,3721.4,195,41240,41300
2019-03-13 14:41:00.000000000,3721.4,3722.2,3715.2,3716.2,291,41300,41407
2019-03-13 14:42:00.000000000,3716.2,3718.2,3711.4,3713.2,416,41407,41528
2019-03-13 14:43:00.000000000,3713.2,3717.2,3712.2,3715.0,218,41528,41605
2019-03-13 14:44:00.000000000,3715.0,3716.0,3710.0,3710.4,313,41605,41692
2019-03-13 14:45:00.000000000,3710.4,3714.8,3707.0,3709.0,523,41692,41837
2019-03-13 14:46:00.000000000,3709.0,3717.0,3708.8,3717.0,259,41837,41921
2019-03-13 14:47:00.000000000,3717.0,3720.8,3714.8,3718.8,335,41921,42018
2019-03-13 14:48:00.000000000,3718.8,3723.0,3717.2,3722.8,279,42018,42069
2019-03-13 14:49:00.000000000,3722.8,3726.0,3721.8,3726.0,265,42069,42107
2019-03-13 14:50:00.000000000,3726.0,3726.8,3722.0,3723.4,230,42107,42167
2019-03-13 14:51:00.000000000,3723.4,3724.6,3722.0,3724.4,124,42167,42186
2019-03-13 14:52:00.000000000,3724.4,3724.4,3720.8,3723.4,155,42186,42191
2019-03-13 14:53:00.000000000,3723.4,3724.0,3722.2,3723.0,140,42191,42223
2019-03-13 14:54:00.000000000,3723.0,3725.4,3723.0,3724.4,215,42223,42332
2019-03-13 14:55:00.000000000,3724.4,3725.8,3724.0,3724.2,223,42332,42395
2019-03-13 14:56:00.000000000,3724.2,3724.4,3722.0,3723.0,243,42395,42476
2019-03-13 14:57:00.000000000,3723.0,3725.0,3722.2,3724.2,275,42476,42602
2019-03-13 14:58:00.000000000,3724.2,3725.8,3723.6,3724.4,342,42602,42707
2019-03-13 14:59:00.000000000,3724.4,3724.6,3718.6,3720.8,400,42707,42870
