datetime,CFFEX.IF1904.open,CFFEX.IF1904.high,CFFEX.IF1904.low,CFFEX.IF1904.close,CFFEX.IF1904.volume,CFFEX.IF1904.open_oi,CFFEX.IF1904.close_oi
2019-03-13 10:03:00.000000000,3742.6,3748.4,3742.2,3747.0,76,21918,21924
2019-03-13 10:04:00.000000000,3747.0,3748.8,3746.0,3747.8,81,21924,21933
2019-03-13 10:05:00.000000000,3747.8,3747.8,3744.0,3744.0,71,21933,21953
2019-03-13 10:06:00.000000000,3744.0,3747.0,3744.0,3745.8,29,21953,21959
2019-03-13 10:07:00.000000000,3745.8,3745.8,3737.2,3737.2,151,21959,22008
2019-03-13 10:08:00.000000000,3737.2,3737.8,3731.6,3732.0,194,22008,22077
2019-03-13 10:09:00.000000000,3732.0,3734.0,3730.2,3730.2,164,22077,22133
2019-03-13 10:10:00.000000000,3730.2,3733.4,3729.0,3729.6,202,22133,22107
2019-03-13 10:11:00.000000000,3729.6,3731.8,3725.0,3726.4,273,22107,22084
2019-03-13 10:12:00.000000000,3726.4,3731.0,3726.2,3730.6,155,22084,22102
2019-03-13 10:13:00.000000000,3730.6,3732.4,3729.0,3732.0,90,22102,22124
2019-03-13 10:14:00.000000000,3732.0,3734.2,3730.6,3733.8,62,22124,22127
2019-03-13 10:15:00.000000000,3733.8,3734.4,3731.2,3734.4,62,22127,22142
2019-03-13 10:16:00.000000000,3734.4,3734.4,3730.0,3731.0,67,22142,22164
2019-03-13 10:17:00.000000000,3731.0,3734.8,3730.0,3733.0,92,22164,22200
2019-03-13 10:18:00.000000000,3733.0,3734.0,3728.0,3728.4,216,22200,22284
2019-03-13 10:19:00.000000000,3728.4,3728.8,3724.0,3725.8,186,22284,22277
2019-03-13 10:20:00.000000000,3725.8,3725.8,3720.2,3720.2,174,22277,22320
2019-03-13 10:21:00.000000000,3720.2,3724.0,3720.2,3723.4,140,22320,22344
2019-03-13 10:22:00.000000000,3723.4,3724.0,3719.0,3723.4,212,22344,22442
2019-03-13 10:23:00.000000000,3723.4,3727.0,3721.6,3724.6,113,22442,22472
2019-03-13 10:24:00.000000000,3724.6,3725.8,3718.4,3722.0,171,22472,22524
2019-03-13 10:25:00.000000000,3722.0,3728.6,3720.2,3728.6,94,22524,22543
2019-03-13 10:26:00.000000000,3728.6,3728.8,3726.6,3727.6,108,22543,22550
2019-03-13 10:27:00.000000000,3727.6,3727.6,3722.6,3727.0,81,22550,22575
2019-03-13 10:28:00.000000000,3727.0,3727.8,3724.6,3724.6,44,22575,22586
2019-03-13 10:29:00.000000000,3724.6,3726.4,3721.8,3722.2,79,22586,22613
2019-03-13 10:30:00.000000000,3722.2,3722.2,3715.8,3717.2,220,22613,22619
2019-03-13 10:31:00.000000000,3717.2,3718.8,3712.2,3715.8,189,22619,22646
2019-03-13 10:32:00.000000000,3715.8,3717.6,3713.0,3715.4,158,22646,22672
2019-03-13 10:33:00.000000000,3715.4,3720.0,3713.0,3718.8,112,22672,22701
2019-03-13 10:34:00.000000000,3718.8,3720.0,3716.0,3716.4,265,22701,22835
2019-03-13 10:35:00.000000000,3716.4,3720.0,3716.4,3717.8,120,22835,22865
2019-03-13 10:36:00.000000000,3717.8,3718.2,3714.4,3716.6,106,22865,22902
2019-03-13 10:37:00.000000000,3716.6,3720.6,3714.2,3720.2,188,22902,22978
2019-03-13 10:38:00.000000000,3720.2,3721.8,3717.6,3721.6,99,22978,23014
2019-03-13 10:39:00.000000000,3721.6,3722.6,3718.6,3722.2,80,23014,23058
2019-03-13 10:40:00.000000000,3722.2,3727.6,3720.0,3727.4,112,23058,23094
2019-03-13 10:41:00.000000000,3727.4,3727.4,3724.6,3727.0,77,23094,23111
2019-03-13 10:42:00.000000000,3727.0,3729.0,3726.8,3727.2,98,23111,23131
2019-03-13 10:43:00.000000000,3727.2,3729.0,3725.8,3727.2,132,23131,23160
2019-03-13 10:44:00.000000000,3727.2,3728.0,3726.2,3726.6,54,23160,23162
2019-03-13 10:45:00.000000000,3726.6,3728.0,3725.0,3725.8,84,23162,23196
2019-03-13 10:46:00.000000000,3725.8,3731.8,3725.4,3731.8,136,23196,23219
2019-03-13 10:47:00.000000000,3731.8,3733.0,3729.8,3732.6,159,23219,23259
2019-03-13 10:48:00.000000000,3732.6,3733.8,3730.8,3730.8,109,23259,23295
2019-03-13 10:49:00.000000000,3730.8,3734.4,3730.8,3733.4,109,23295,23332
2019-03-13 10:50:00.000000000,3733.4,3734.2,3730.0,3730.0,143,23332,23379
2019-03-13 10:51:00.000000000,3730.0,3733.0,3730.0,3730.2,101,23379,23416
2019-03-13 10:52:00.000000000,3730.2,3731.2,3729.0,3729.0,85,23416,23430
